Wall time,Step,Value
1778452895.0102482,42,0.5422259569168091
1778452895.0511503,45,0.29298943281173706
1778452895.3758283,71,0.6259118914604187
1778452895.5421736,94,1.9201866388320923
1778452896.2751625,167,1.5478880405426025
1778452896.767599,229,0.9466527700424194
1778452896.8032055,234,0.40258777141571045
1778452896.9528408,255,0.6306699514389038
1778452897.0830593,273,0.056144922971725464
1778452897.593707,308,0.018529221415519714
1778452897.6078577,310,0.03921524062752724
1778452897.664801,318,0.06110435724258423
1778452898.9530504,474,0.5724194049835205
1778452899.4308815,536,0.2889963686466217
1778452899.7373273,579,0.12909498810768127
1778452899.7870994,586,0.24612218141555786
1778452900.3407483,634,0.43885087966918945
1778452900.5544624,647,0.30277442932128906
1778452900.7257566,671,0.6496379971504211
1778452901.074876,714,0.7322292923927307
1778452901.1329415,722,1.1266392469406128
1778452901.6644726,785,0.793595552444458
1778452901.815993,802,1.2715216875076294
1778452901.8594742,808,1.1940500736236572
1778452902.065162,836,0.5589030385017395
1778452903.1984134,971,0.9826300740242004
1778452903.533625,1014,0.5384668111801147
1778452903.905474,1066,0.658466100692749
1778452904.2047114,1104,1.1297591924667358
1778452904.7494636,1180,0.636168360710144
1778452905.3682072,1261,1.674443006515503
1778452905.8094718,1316,1.0418883562088013
1778452905.8312006,1319,1.1333844661712646
1778452905.9333346,1333,0.7715075612068176
1778452905.962439,1337,0.7588412165641785
1778452906.410504,1385,0.9752590656280518
1778452906.4602792,1392,0.7354645729064941
1778452906.8087518,1436,0.8484384417533875
1778452907.025859,1466,1.0241141319274902
1778452907.5898614,1523,0.7300692796707153
1778452907.796379,1552,1.3405723571777344
1778452907.931616,1568,1.1314178705215454
1778452908.0454798,1584,0.8267292976379395
1778452908.862593,1691,0.3737942576408386
1778452909.2089727,1734,1.6587426662445068
1778452909.230758,1737,1.7137011289596558
1778452910.0404534,1844,0.5168483257293701
1778452910.1999598,1866,0.6965672969818115
1778452910.2799058,1877,0.8425073027610779
1778452910.5990841,1917,1.7137259244918823
1778452910.8214042,1947,0.546772837638855
1778452911.65429,2036,0.716901421546936
1778452912.0985053,2096,1.337659239768982
1778452912.8746772,2187,0.6410149931907654
1778452912.9615238,2199,0.7130056619644165
1778452913.239139,2231,0.5603505373001099
1778452913.459144,2262,0.9211587309837341
1778452913.8068254,2307,0.3091910481452942
1778452914.3908684,2389,0.8126730918884277
1778452914.7662544,2436,0.34676623344421387
1778452914.8870862,2453,0.5534265637397766
1778452914.901304,2455,0.7625558972358704
1778452914.9367988,2460,0.8962413668632507
1778452915.11554,2485,0.3392089605331421
1778452915.1226351,2486,0.4060305655002594
1778452915.2077413,2498,0.4600502550601959
1778452915.284671,2503,0.3711402714252472
